episode_id,scenario,seed,duration_seconds,cohort,split,evaluation_scope,paired_family,defender_action,background_profile,topology_profile,active_node_count,service_profile,telemetry_profile,prefix_contract,forecast_focus
lab_202,second_hop_action_block,36737,150,action_ablation,train,development,v6_train_action_ablation_36737,block_ssh,mixed,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_203,second_hop_action_permit,21581,150,action_ablation,train,development,v6_train_action_ablation_21581,permit_ssh,quiet,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_204,second_hop_action_block,21581,150,action_ablation,train,development,v6_train_action_ablation_21581,block_ssh,quiet,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_205,second_hop_action_permit,36092,150,action_ablation,train,development,v6_train_action_ablation_36092,permit_ssh,quiet,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_206,second_hop_action_block,36092,150,action_ablation,train,development,v6_train_action_ablation_36092,block_ssh,quiet,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_207,second_hop_action_permit,39973,150,action_ablation,train,development,v6_train_action_ablation_39973,permit_ssh,web,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_208,second_hop_action_block,39973,150,action_ablation,train,development,v6_train_action_ablation_39973,block_ssh,web,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_209,credential_pressure_progress,38969,150,informative_passive,train,development,v6_train_informative_passive_38969,none,admin,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_210,matched_legitimate_admin,38969,150,informative_passive,train,development,v6_train_informative_passive_38969,none,admin,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_211,credential_pressure_progress,22289,150,informative_passive,train,development,v6_train_informative_passive_22289,none,mixed,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_212,matched_legitimate_admin,22289,150,informative_passive,train,development,v6_train_informative_passive_22289,none,mixed,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_213,credential_pressure_progress,40656,150,informative_passive,train,development,v6_train_informative_passive_40656,none,web,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_214,matched_legitimate_admin,40656,150,informative_passive,train,development,v6_train_informative_passive_40656,none,web,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_215,credential_pressure_progress,33244,150,informative_passive,train,development,v6_train_informative_passive_33244,none,admin,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_216,matched_legitimate_admin,33244,150,informative_passive,train,development,v6_train_informative_passive_33244,none,admin,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_217,credential_pressure_progress,31006,150,informative_passive,train,development,v6_train_informative_passive_31006,none,mixed,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_218,matched_legitimate_admin,31006,150,informative_passive,train,development,v6_train_informative_passive_31006,none,mixed,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_219,credential_pressure_progress,23295,150,informative_passive,train,development,v6_train_informative_passive_23295,none,quiet,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_220,matched_legitimate_admin,23295,150,informative_passive,train,development,v6_train_informative_passive_23295,none,quiet,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_221,credential_pressure_progress,43456,150,informative_passive,train,development,v6_train_informative_passive_43456,none,quiet,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_222,matched_legitimate_admin,43456,150,informative_passive,train,development,v6_train_informative_passive_43456,none,quiet,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_223,credential_pressure_progress,23881,150,informative_passive,train,development,v6_train_informative_passive_23881,none,web,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_224,matched_legitimate_admin,23881,150,informative_passive,train,development,v6_train_informative_passive_23881,none,web,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_225,credential_pressure_progress,23330,150,informative_passive,train,development,v6_train_informative_passive_23330,none,admin,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_226,matched_legitimate_admin,23330,150,informative_passive,train,development,v6_train_informative_passive_23330,none,admin,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_227,credential_pressure_progress,37461,150,informative_passive,train,development,v6_train_informative_passive_37461,none,mixed,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_228,matched_legitimate_admin,37461,150,informative_passive,train,development,v6_train_informative_passive_37461,none,mixed,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_229,shared_prefix_stop,49463,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_49463,none,web,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_230,shared_prefix_progress,49463,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_49463,none,web,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_231,shared_prefix_stop,33889,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_33889,none,admin,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_232,shared_prefix_progress,33889,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_33889,none,admin,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_233,shared_prefix_stop,25899,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_25899,none,mixed,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_234,shared_prefix_progress,25899,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_25899,none,mixed,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_235,shared_prefix_stop,32462,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_32462,none,quiet,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_236,shared_prefix_progress,32462,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_32462,none,quiet,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_237,shared_prefix_stop,30792,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_30792,none,quiet,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_238,shared_prefix_progress,30792,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_30792,none,quiet,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_239,shared_prefix_stop,44959,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_44959,none,web,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_240,shared_prefix_progress,44959,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_44959,none,web,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_241,shared_prefix_stop,28472,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_28472,none,admin,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_242,shared_prefix_progress,28472,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_28472,none,admin,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_243,shared_prefix_stop,42649,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_42649,none,mixed,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_244,shared_prefix_progress,42649,150,ambiguous_passive,train,development,v6_train_ambiguous_passive_42649,none,mixed,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_245,pivot_probe_then_stop,37539,150,two_hop_progression,train,development,v6_train_two_hop_progression_37539,none,web,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_246,pivot_probe_then_second_hop,37539,150,two_hop_progression,train,development,v6_train_two_hop_progression_37539,none,web,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_247,pivot_probe_then_stop,39760,150,two_hop_progression,train,development,v6_train_two_hop_progression_39760,none,admin,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_248,pivot_probe_then_second_hop,39760,150,two_hop_progression,train,development,v6_train_two_hop_progression_39760,none,admin,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_249,pivot_probe_then_stop,21270,150,two_hop_progression,train,development,v6_train_two_hop_progression_21270,none,mixed,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_250,pivot_probe_then_second_hop,21270,150,two_hop_progression,train,development,v6_train_two_hop_progression_21270,none,mixed,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_251,pivot_probe_then_stop,22996,150,two_hop_progression,train,development,v6_train_two_hop_progression_22996,none,quiet,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_252,pivot_probe_then_second_hop,22996,150,two_hop_progression,train,development,v6_train_two_hop_progression_22996,none,quiet,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_253,pivot_probe_then_stop,43086,150,two_hop_progression,train,development,v6_train_two_hop_progression_43086,none,quiet,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_254,pivot_probe_then_second_hop,43086,150,two_hop_progression,train,development,v6_train_two_hop_progression_43086,none,quiet,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_255,pivot_probe_then_stop,48255,150,two_hop_progression,train,development,v6_train_two_hop_progression_48255,none,web,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_256,pivot_probe_then_second_hop,48255,150,two_hop_progression,train,development,v6_train_two_hop_progression_48255,none,web,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_257,pivot_probe_then_stop,40034,150,two_hop_progression,train,development,v6_train_two_hop_progression_40034,none,admin,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_258,pivot_probe_then_second_hop,40034,150,two_hop_progression,train,development,v6_train_two_hop_progression_40034,none,admin,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_259,pivot_probe_then_stop,33471,150,two_hop_progression,train,development,v6_train_two_hop_progression_33471,none,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_260,pivot_probe_then_second_hop,33471,150,two_hop_progression,train,development,v6_train_two_hop_progression_33471,none,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_261,background_only,35265,150,benign_control,train,development,v6_train_benign_control_35265,none,web,flat5,5,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_262,legitimate_admin_ssh,35265,150,benign_control,train,development,v6_train_benign_control_35265,none,web,flat5,5,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_263,background_only,34672,150,benign_control,train,development,v6_train_benign_control_34672,none,admin,segmented7,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_264,legitimate_admin_ssh,34672,150,benign_control,train,development,v6_train_benign_control_34672,none,admin,segmented7,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_265,background_only,49274,150,benign_control,train,development,v6_train_benign_control_49274,none,mixed,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_266,legitimate_admin_ssh,49274,150,benign_control,train,development,v6_train_benign_control_49274,none,mixed,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_267,background_only,26651,150,benign_control,train,development,v6_train_benign_control_26651,none,quiet,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_268,legitimate_admin_ssh,26651,150,benign_control,train,development,v6_train_benign_control_26651,none,quiet,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_269,background_only,32332,150,benign_control,train,development,v6_train_benign_control_32332,none,quiet,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_270,legitimate_admin_ssh,32332,150,benign_control,train,development,v6_train_benign_control_32332,none,quiet,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_271,background_only,35160,150,benign_control,train,development,v6_train_benign_control_35160,none,web,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_272,legitimate_admin_ssh,35160,150,benign_control,train,development,v6_train_benign_control_35160,none,web,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_273,background_only,22502,150,benign_control,train,development,v6_train_benign_control_22502,none,admin,flat5,5,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_274,legitimate_admin_ssh,22502,150,benign_control,train,development,v6_train_benign_control_22502,none,admin,flat5,5,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_275,background_only,35721,150,benign_control,train,development,v6_train_benign_control_35721,none,mixed,segmented7,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_276,legitimate_admin_ssh,35721,150,benign_control,train,development,v6_train_benign_control_35721,none,mixed,segmented7,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_277,second_hop_action_permit,45202,150,action_ablation,validation,selection,v6_validation_action_ablation_45202,permit_ssh,quiet,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_278,second_hop_action_block,45202,150,action_ablation,validation,selection,v6_validation_action_ablation_45202,block_ssh,quiet,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_279,second_hop_action_permit,30400,150,action_ablation,validation,selection,v6_validation_action_ablation_30400,permit_ssh,web,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_280,second_hop_action_block,30400,150,action_ablation,validation,selection,v6_validation_action_ablation_30400,block_ssh,web,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_281,second_hop_action_permit,44728,150,action_ablation,validation,selection,v6_validation_action_ablation_44728,permit_ssh,admin,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_282,second_hop_action_block,44728,150,action_ablation,validation,selection,v6_validation_action_ablation_44728,block_ssh,admin,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_283,second_hop_action_permit,31772,150,action_ablation,validation,selection,v6_validation_action_ablation_31772,permit_ssh,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_284,second_hop_action_block,31772,150,action_ablation,validation,selection,v6_validation_action_ablation_31772,block_ssh,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_285,credential_pressure_progress,23597,150,informative_passive,validation,selection,v6_validation_informative_passive_23597,none,web,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_286,matched_legitimate_admin,23597,150,informative_passive,validation,selection,v6_validation_informative_passive_23597,none,web,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_287,credential_pressure_progress,27556,150,informative_passive,validation,selection,v6_validation_informative_passive_27556,none,admin,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_288,matched_legitimate_admin,27556,150,informative_passive,validation,selection,v6_validation_informative_passive_27556,none,admin,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_289,credential_pressure_progress,29188,150,informative_passive,validation,selection,v6_validation_informative_passive_29188,none,mixed,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_290,matched_legitimate_admin,29188,150,informative_passive,validation,selection,v6_validation_informative_passive_29188,none,mixed,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_291,credential_pressure_progress,40723,150,informative_passive,validation,selection,v6_validation_informative_passive_40723,none,quiet,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_292,matched_legitimate_admin,40723,150,informative_passive,validation,selection,v6_validation_informative_passive_40723,none,quiet,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_293,shared_prefix_stop,40799,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_40799,none,quiet,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_294,shared_prefix_progress,40799,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_40799,none,quiet,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_295,shared_prefix_stop,29614,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_29614,none,web,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_296,shared_prefix_progress,29614,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_29614,none,web,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_297,shared_prefix_stop,42857,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_42857,none,admin,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_298,shared_prefix_progress,42857,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_42857,none,admin,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_299,shared_prefix_stop,30573,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_30573,none,mixed,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_300,shared_prefix_progress,30573,150,ambiguous_passive,validation,selection,v6_validation_ambiguous_passive_30573,none,mixed,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_301,pivot_probe_then_stop,31676,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_31676,none,web,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_302,pivot_probe_then_second_hop,31676,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_31676,none,web,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_303,pivot_probe_then_stop,27732,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_27732,none,admin,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_304,pivot_probe_then_second_hop,27732,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_27732,none,admin,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_305,pivot_probe_then_stop,48217,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_48217,none,mixed,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_306,pivot_probe_then_second_hop,48217,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_48217,none,mixed,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_307,pivot_probe_then_stop,23169,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_23169,none,quiet,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_308,pivot_probe_then_second_hop,23169,150,two_hop_progression,validation,selection,v6_validation_two_hop_progression_23169,none,quiet,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_309,background_only,21123,150,benign_control,validation,selection,v6_validation_benign_control_21123,none,quiet,flat5,5,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_310,legitimate_admin_ssh,21123,150,benign_control,validation,selection,v6_validation_benign_control_21123,none,quiet,flat5,5,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_311,background_only,27392,150,benign_control,validation,selection,v6_validation_benign_control_27392,none,web,segmented7,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_312,legitimate_admin_ssh,27392,150,benign_control,validation,selection,v6_validation_benign_control_27392,none,web,segmented7,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_313,background_only,43674,150,benign_control,validation,selection,v6_validation_benign_control_43674,none,admin,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_314,legitimate_admin_ssh,43674,150,benign_control,validation,selection,v6_validation_benign_control_43674,none,admin,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_315,background_only,46337,150,benign_control,validation,selection,v6_validation_benign_control_46337,none,mixed,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_316,legitimate_admin_ssh,46337,150,benign_control,validation,selection,v6_validation_benign_control_46337,none,mixed,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_317,second_hop_action_permit,40182,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_40182,permit_ssh,quiet,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_318,second_hop_action_block,40182,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_40182,block_ssh,quiet,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_319,second_hop_action_permit,28678,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_28678,permit_ssh,web,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_320,second_hop_action_block,28678,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_28678,block_ssh,web,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_321,second_hop_action_permit,32058,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_32058,permit_ssh,admin,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_322,second_hop_action_block,32058,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_32058,block_ssh,admin,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_323,second_hop_action_permit,25942,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_25942,permit_ssh,mixed,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_324,second_hop_action_block,25942,150,action_ablation,test,sealed_topology_holdout,v6_test_action_ablation_25942,block_ssh,mixed,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_325,second_hop_action_permit,45555,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_45555,permit_ssh,quiet,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_326,second_hop_action_block,45555,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_45555,block_ssh,quiet,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_327,second_hop_action_permit,42011,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_42011,permit_ssh,web,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_328,second_hop_action_block,42011,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_42011,block_ssh,web,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_329,second_hop_action_permit,33355,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_33355,permit_ssh,admin,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_330,second_hop_action_block,33355,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_33355,block_ssh,admin,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_331,second_hop_action_permit,42719,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_42719,permit_ssh,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_332,second_hop_action_block,42719,150,action_ablation,test,sealed_in_domain,v6_test_action_ablation_42719,block_ssh,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_333,credential_pressure_progress,31598,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_31598,none,quiet,dual_zone7_holdout,7,ssh_key,network_auth,observable_contrast,first_hop
lab_334,matched_legitimate_admin,31598,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_31598,none,quiet,dual_zone7_holdout,7,ssh_key,network_auth,observable_contrast,first_hop
lab_335,credential_pressure_progress,45439,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_45439,none,web,dual_zone7_holdout,7,ssh_password,network_auth,observable_contrast,first_hop
lab_336,matched_legitimate_admin,45439,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_45439,none,web,dual_zone7_holdout,7,ssh_password,network_auth,observable_contrast,first_hop
lab_337,credential_pressure_progress,24985,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_24985,none,admin,dual_zone7_holdout,7,ssh_key,network_auth,observable_contrast,first_hop
lab_338,matched_legitimate_admin,24985,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_24985,none,admin,dual_zone7_holdout,7,ssh_key,network_auth,observable_contrast,first_hop
lab_339,credential_pressure_progress,43257,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_43257,none,mixed,dual_zone7_holdout,7,ssh_password,network_auth,observable_contrast,first_hop
lab_340,matched_legitimate_admin,43257,150,informative_passive,test,sealed_topology_holdout,v6_test_informative_passive_43257,none,mixed,dual_zone7_holdout,7,ssh_password,network_auth,observable_contrast,first_hop
lab_341,credential_pressure_progress,43702,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_43702,none,web,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_342,matched_legitimate_admin,43702,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_43702,none,web,flat5,5,ssh_password,network_auth,observable_contrast,first_hop
lab_343,credential_pressure_progress,20202,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_20202,none,admin,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
lab_344,matched_legitimate_admin,20202,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_20202,none,admin,segmented7,7,ssh_key,network_auth,observable_contrast,first_hop
